Date,Page followers,Total impressions,Organic impressions,Total page reactions,Total reach,% of reach from organic,% of reach from paid,Page post engagements,Total likes,New likes,Unlikes,Net likes,RowHash
1/2/2024,180,1717,0,0,1036,,98.26,54,97,0,0,0,24c284fb6dcd79a0380c766ec8c8a008d0c4084c68b880daad09d4f6558f205e
31/01/2024,180,2204,0,4,1550,,98.58,89,97,2,0,2,fcdd596e61b8d9fff3f47c12b662bf258de8d23c789c2f44e2e0bff22bc7ebdb
30/01/2024,178,2467,0,3,2088,,97.89,84,94,1,0,1,4dab4275bd26a30cc8a5fc3ade37556116745e17651d2c060ff2802739755be8
29/01/2024,177,3179,0,7,2559,,98.52,109,93,0,0,0,f84ce86e7efc39cfdaeabf61765cdf02779c8d28e475292e0357a11b05132c3c
28/01/2024,177,3210,0,7,2474,,99.72,93,92,2,0,2,6d4d79989347ab5d151f16ae670b379839ec51a0453cfb88e5c6f36ecbc7b68d
27/01/2024,175,2559,0,4,1961,,99.24,109,88,2,0,2,fe6bebc5b46d13d26e26153115205d0c318f3adefd6fe7cd28a94b195132a1b6
26/01/2024,173,2932,0,8,2328,,99.36,138,86,0,0,0,829ce210da90454dddc3fca0cf4dd1afc58023caead0567747713b2cdc2b1312
25/01/2024,173,3438,0,4,2831,,99.58,132,85,1,0,1,c9d8306269469b999882fe88f6bd453972def53e580a9a8fd814c74f85c7b947
24/01/2024,171,2764,0,5,2240,,99.46,143,82,1,0,1,bc7394f710ec1f5367899a03603f5aae78daaaeca484b20e1c0b9468dabef308
23/01/2024,170,2337,0,1,1905,,99.74,139,79,0,0,0,a364b2f06353aebe8ce473da8b8788b2a18934eef420e1ac4f3c653a549662be
22/01/2024,170,2446,0,8,1875,,100,141,77,0,0,0,689fc975c74e2eb40bb8f12733fbc9c5aa59103dfbb2965bc82a1ae2609f3150
21/01/2024,169,3371,0,6,2434,,100,127,73,0,0,0,6b4677bdf2b32019ba57ec8af3a4da2407580037b50b94b01ef68296b7ef2f6e
20/01/2024,169,2630,0,4,1935,,99.9,109,71,2,0,2,2226fb3402292facb1aa4d0a245e81d7c4de9b0fcea72f27611207cac43d3869
19/01/2024,167,1288,0,2,1112,,98.74,80,69,0,0,0,1811cbb71a4b0f1c58a045b1007b27ddee3e67f5ace058cc5704fc54106fb685
18/01/2024,167,1673,0,3,1578,,99.56,67,69,0,0,0,053544e4c64d1bbd25a22ed46bb48bcaa58ffdce5f11feb935cd86416a4d720e
17/01/2024,167,34,0,0,20,,0,3,69,0,0,0,aa363f53ee304860d73ba0d22024b08a60fa6d031b23dab6bf68d165b7ca4c50
16/01/2024,167,26,0,0,13,,0,0,69,0,0,0,8b0978c60364145890eb5956f59fb427092877fd47e245e7353590be1b8b5c5f
15/01/2024,167,57,0,0,16,,0,1,69,0,0,0,314370f53acbb1b390c116888e092e4d0a409911f7855faf7b069151352248d9
14/01/2024,167,827,0,7,596,,96.14,63,68,1,0,1,f9e1f7ea1ace6730de6f53c4b360274570910ad612cc1168bd4e093a20f46cf7
13/01/2024,166,470,0,0,389,,98.46,42,66,0,0,0,197d5398aff1464d3f442ba3033494b8b88a326a31e7abf214ad2df8c793944b
12/1/2024,166,1302,0,0,1155,,99.31,50,65,0,0,0,051d0e363588e58776aae7985d52fd8ee263bbb0965ae73d582be28cc34fc2aa
11/1/2024,166,1893,0,1,1744,,99.71,57,64,0,0,0,34ddefd2b03217ad2409f33313cac28143ab1a3077ef023a70d4c76b06c09af8
10/1/2024,166,1994,0,3,1753,,99.37,51,63,0,0,0,d73696f0ae921ed1aa04500f611a2529ac062a33d4a27b3071a6b768d0e26734
9/1/2024,166,1765,0,4,1634,,99.33,56,63,0,0,0,62eee6cc6fb309a8cff1e83b73652c7d5914fec140f3a8a28bfba081726969c6
8/1/2024,166,1803,0,5,1630,,98.22,44,63,0,0,0,fe7d8ca09110cc1f9f8247c090fc08c10e0bf850d248237a134f96a106e6c893
7/1/2024,166,2112,0,8,2011,,98.96,60,63,0,0,0,cff61d82508f6b11363a76d11b923c4c2e072d5ae74261a2acb2c4cc8197b587
6/1/2024,166,1982,0,6,1900,,98.79,47,63,0,0,0,31a5b8488561a804f4c6560aa6129f2cc6349e7b6fe86826b47176b9b2d9dce6
5/1/2024,166,2077,0,4,1946,,99.85,51,63,1,0,1,0d45e9095421fc50f8b7279362756617ec7413133e55f1bf860099170bb35470
4/1/2024,165,1689,0,1,1493,,99.6,49,62,0,0,0,85d0cbffb437a18678e1bd68d5844afd44ea6c23055881f5c229e37c3d80fd44
3/1/2024,164,2228,0,0,2044,,99.32,82,62,0,0,0,7867c9306524a07bc1a22e1f5c8083b6466df1f152e1b0e5cefc830cf20e4c58
2/1/2024,164,2129,0,1,1895,,99.74,78,61,1,0,1,a015bd36a94c8e4ba38037660e5f936788ee06ba28f83521c5f6aba0f0c17bf4
1/1/2024,163,3380,0,9,3206,,100,81,60,0,0,0,7979120c78c5960154bfd0e5ff05f99001dac90ad4df30caec652ca111451e0f
31/12/2023,163,3139,0,5,2863,,99.58,68,59,0,0,0,c9a8bb76452dd052d3614e93376c658ea40f0dc8f1254230f0618f174a6633bf
30/12/2023,163,2196,0,3,1998,,99.2,74,59,0,0,0,841f1f5e0b4574b94a267b7464f764967db77aea95d059a6ae056cf2c91bfcc4
29/12/2023,163,2576,0,1,2518,,100,35,59,0,0,0,e7d35054d291265dab2aa4b891b16b90f7ac80dc2dbe73b4f8114bc57340eaf5
28/12/2023,163,3630,0,3,3466,,99.86,24,59,0,0,0,1cc6f8943a4ebe22e6c5131f8e53c1b3e1fa55327d457e91a62e7846eefb026c
27/12/2023,163,2535,0,5,2379,,99.87,30,59,1,0,1,095d39bf19b19654fbb5ace28058aee95636f3b2fa517fc7842b72af7295beef
26/12/2023,162,3091,0,3,2908,,99.59,32,58,1,0,1,5247bee533672e986a39f38f8bf94ed85cc356e2d818192a91617b8f9f2d8cbe
25/12/2023,160,3571,0,4,3493,,99.69,35,57,1,0,1,2964f5b12ab68a62d0dc8581b1dcde2a62a5e75e5437503db865caccdcf9387e
24/12/2023,158,2879,0,4,2753,,99.71,35,55,0,0,0,bfe999d54cc3e838901c231388a1643a4b64760bfc2648dc26a8ff5418a98c35
23/12/2023,158,2706,0,5,2637,,99.73,31,54,0,0,0,25574a9505f3b85574038f7a345186b4cc1d5ace9269112b57a6028dfe3f4fc5
22/12/2023,158,2372,0,4,2210,,99.37,26,53,0,0,0,84d1b893ac683ac704c4860011cf3cb537cf78afa4cb085cb9b8ee6bc98b4946
21/12/2023,158,3072,0,9,2863,,99.58,44,53,0,0,0,0afd2e467cf5e9915fd67ec347a42bb868a10bee70006c18e81824d0b1a10cf2
20/12/2023,158,3153,0,9,2871,,99.72,41,50,0,0,0,0b2ff6a3459e0637862594e5e6ad1b0e5d061a43b6006162b115a9c1f70e2a7a
19/12/2023,157,3599,0,11,3397,,99.68,48,49,1,0,1,f4b15d37cf4ecf5de6c78b3f7a2801b7eebe0f20901246649be9146af75f5d7a
18/12/2023,155,3315,0,6,3094,,99.42,34,48,0,0,0,de9fc46575d682319d329ee230bc45ff4308556856fd0202928a31e34198a7bf
17/12/2023,155,3636,0,12,3572,,99.05,54,48,1,0,1,aa9f64a5ac264abf0fea457c8066b5b7619e1bd069fb86b736544ba9ef46fae6
16/12/2023,154,2816,0,11,2685,,99.74,48,47,1,0,1,9ed3cb4de5e3af557f1754185c1c429808ac75534c3919aa2d4c433b36090254
15/12/2023,153,988,0,4,998,,98,17,46,0,0,0,64d40cb110fe8d8ea485118c763973509fe6c37ebec86f7ded9b2d23dac8bf33
14/12/2023,153,2596,0,8,2501,,99.72,28,44,1,1,0,879fc1cb9b57c118ae25a94c6d44e348fcdc2a6d2ff7f58c885bc4601c1407fc
13/12/2023,153,2327,0,4,2199,,99.32,37,43,0,0,0,1e7e1820ec48385793b3df55243858b7af37176deac50d6e96f6ce14cca4a4bd
12/12/2023,153,2617,0,7,2437,,99.75,38,42,2,0,2,3faad504d67b274f6689b3ffddadcc660c56df8e9b63668e73ad5aa8def72cf9
11/12/2023,151,3164,0,2,3067,,99.71,30,40,1,0,1,47a43a9f2984e325561284db573bff4a72e0edfee4a4d04460bd7de57437d733
10/12/2023,150,3771,0,15,3560,,99.86,46,39,1,0,1,77a9f081d11c5b53302bac714e02db0e46afa61c2f55489cc0147387d0a4a617
9/12/2023,149,3867,0,16,3624,,99.83,64,38,2,0,2,b9af61ea032fd40443f36b7c4b6efc449b4dec243eb89aa89d9148ebe70dd2d0
8/12/2023,145,3022,0,7,2884,,99.55,50,36,0,0,0,45add44d5a2bd2d28a3934121d4b7ebf2c4426a35bd77b773000597f29264e61
7/12/2023,145,3761,0,19,3566,,99.36,50,35,3,0,3,1e993e560d3f762cc889dbfae11aad5169bac4e59a335d8d1ba12e840b735fc7
6/12/2023,141,4733,0,18,4505,,99.4,68,32,1,0,1,bcebd5a09d8f4d1c02972464ff5e352aa05b7ad18fdd41e245bd3c8394f34ab3
5/12/2023,140,4409,0,16,4203,,99.64,65,31,1,0,1,7bf4793c6180c898d67a2b2a991d7203b752705e1756f94f13c67bac4d78364a
4/12/2023,139,2009,0,8,1895,,97.73,32,26,0,0,0,92e108e53d3500cf7f9f0ba013477dca64468c670dbcfbbac28b78f9d6d4c2d2
3/12/2023,139,1974,0,5,1862,,99.62,44,26,0,0,0,38216f4eef9e9b7eaa6d4d4555e714dec14190b2530d2a240b2cd9195607d034
2/12/2023,138,1301,0,7,1256,,99.6,28,24,1,0,1,fda96ec3371397084721902ae4c597fa308add7ff0d0095f7dbf225888948012
1/12/2023,137,1796,0,8,1668,,99.58,26,23,0,0,0,c39f5822dedcd1b9a3b9595fab4ea071c2a4c170925f3c6cef5cdd6db202754f
30/11/2023,137,4371,0,7,3954,,99.85,49,23,3,0,3,c16f0bdb9d1377247e408cf53bf757d8e1cc233714da5b604e54a3046b6be990
29/11/2023,132,5054,0,20,4764,,99.79,74,19,4,0,4,e15b7b57f6a38203d4ba53c4894dee36a12691d420341007106e0d99156441c5
28/11/2023,128,4679,0,11,4291,,100,40,14,0,0,0,77319aa2e7477e711a4d2576b1f9ae98287d108b841501caaecae88432be1b4d
27/11/2023,128,5493,0,17,5352,,99.98,55,14,0,0,0,c7cd8302be6178843197bd8c20fc999adae4617f0e77b9b49cea819fafb5f935
26/11/2023,128,2474,0,11,2264,,99.87,23,13,0,0,0,6ac579d923652a51ac509b4b25ecd48f6ab6b898452333e7242009d9834e6091
25/11/2023,128,2321,0,9,2258,,99.73,30,12,0,0,0,d3967fd6fba8e3855ea772c8cc6e5dcb8d6acf161230b9a39ea6f8383a5a1b95
24/11/2023,128,1719,0,8,1612,,99.32,24,9,0,0,0,69a949c445eed5f9609b2d4b53d4c6c89f14fa305a9b6f27e996d646ffc620ff
23/11/2023,128,2528,0,11,2350,,99.49,32,9,0,0,0,76ad8d7fe591f857095c59f51ecee765e4fb843deab41156a0a42e8c8a4f2f62
22/11/2023,128,2542,0,12,2401,,99.88,35,9,0,0,0,284707799a018a8ad56d48d9b711f73528481c298aa1edeaab3473ccaa47b906
21/11/2023,128,3325,0,28,3173,,99.72,60,9,0,0,0,3c39cdcf1ba1b426f5ca20715cb7e8d2ff3d66802be155a2c4ba53c226e79ccc
20/11/2023,127,366,0,2,360,,98.33,5,8,0,0,0,ae0e82f4dc169e0b38b81d1dff888645379c1bcdcee946906966f7d26136f2e0
19/11/2023,127,2803,0,10,2667,,99.85,31,8,1,0,1,a216bc2f1c223a8115aad4565bd48e5c199e477a299de167a173d6704c1a305c
18/11/2023,124,1819,0,10,1675,,99.7,28,7,0,0,0,7e810b46a72443685dbd313e6f75d3c08aede44dc4c425669d13866f6c7918bb
17/11/2023,124,1306,0,5,1258,,99.44,16,7,0,0,0,bd6cd070a7c549623ed0b6618282a2b020b71d7d4af047fce9fa3c20a5497d87
16/11/2023,124,1029,0,4,921,,99.89,18,7,0,0,0,c17a0a8f1c887d223da608ca8d1bace86f33ebeb20579ed7d8c4e9dc23f91b4b
15/11/2023,124,719,0,5,674,,99.55,14,6,1,0,1,e42ab3aec4cb30c3ace4dba0e3685f14c620c99275a14c1a55c89c3ab237042e
14/11/2023,123,420,0,1,395,,98.99,7,5,0,0,0,51f72de5b8766f2fd5193f166081f384575ec68737297d840b245fd250789361
13/11/2023,123,540,0,0,503,,98.81,4,5,0,0,0,d842c401a1c226030d3622035b99b3b3cdda8e4b3919c6556fcf0e25a458c8aa
12/11/2023,123,639,0,1,591,,99.49,5,5,0,0,0,70f813d9047004455bb26bbc42ba74dc5e1e30aa68854032832afa9f186d7e9d
11/11/2023,123,873,0,2,831,,99.76,9,5,0,0,0,8bfb50bf5303b734ae4a9a6e3be122964f737e3d5a4cd5e71753156d8b5e8daf
10/11/2023,123,439,0,0,418,,99.76,4,5,0,0,0,a4391f1d8dc5dfc9fedd2766c1e8fcfae1dcafdd0135939b95e25532812d8b35
9/11/2023,123,728,0,5,690,,100,9,5,0,0,0,3ee117db5e3208e0203fcd16a169dcadfcfc688a6179692dfb6c7fc6de98b03c
8/11/2023,123,1107,0,3,1068,,99.81,13,4,0,0,0,90337b58b719d10a21ce0d5a1b4bbab9bbf92b1aee54abf30dd64419451a56dc
7/11/2023,123,963,0,6,917,,99.24,18,4,0,0,0,a272e1e284d8b8331a20255958e53c79d79f107250fdaacb20624516b99652d5
6/11/2023,123,784,0,2,737,,99.59,7,3,0,0,0,006f593cdd11d445d73fe360a13b5eb9dcec4d91dc9d6848ec5e28d559592a54
5/11/2023,123,1197,0,1,1068,,99.63,16,3,0,0,0,6ee7084ae28c6c4a548bce6fdcd3e17c0e6fdf1cb785638b6b655b25aad2d933
4/11/2023,123,1171,0,3,1069,,91.11,19,3,0,0,0,2820df7ed41a7d0c24c6ca9f32720e98d05151726212be674549e6812ae415fe
3/11/2023,123,1009,0,6,977,,61,14,3,0,0,0,3e742014dda5d33ceffa2a710559ef2e5e6822e9493d1a8b64665a6f1a92571f
2/11/2023,122,1021,0,1,975,,85.85,3,3,0,0,0,c803abcb836f010a78941111dd34e8ca5208240cada3875120b73487280ddb59
1/11/2023,122,2001,0,7,1808,,78.76,27,3,0,0,0,7d45b1e633bfd1a011a8709857d783df0be0784458e3e1a2974944911ad5d53f
31/10/2023,122,517,0,0,474,,99.79,2,3,0,0,0,b06b5c59266556d9b278b5b2cf93dcbd4d44cadc747cde9c62d9ff4bbb647f8f
30/10/2023,122,319,0,0,307,,96.42,1,3,0,0,0,257662ff32682a68c0ce3f93abb3bdcd740b5e449555035a925ac2286da65338
29/10/2023,122,922,0,3,893,,96.42,7,3,0,0,0,6e3ac22780382620ea8a5242175a265313fd71d357669a74a36ed934cddd323e
28/10/2023,122,568,0,1,543,,99.08,5,2,0,0,0,e2e4f42c4145992f5dda0a9cef5ec4c5b9f79a77644bcdc221d2d9824d554e32
27/10/2023,122,284,0,0,263,,93.92,5,2,0,0,0,7fbdf99519fb85f2321505112e21ce6963934d9593dcb99c2756efc06814d9e6
26/10/2023,122,392,0,0,371,,92.45,4,1,0,0,0,d22397ccb2e153cec7d597f14781b6f41ec00985f712d392070ac6a00f41dd24
25/10/2023,122,655,0,3,603,,85.57,13,1,0,0,0,6f1d302830fdce91493baac44ff1e26be8e87f381eec6abc56c87063e9c90737
24/10/2023,122,501,0,1,451,,81.6,4,1,0,0,0,780a9ff4996143228219174a1f90f4aac0681c048dda0cfb48b90f6aed2b573a
23/10/2023,122,428,0,0,387,,84.5,1,1,1,0,1,27d2a1d89ff879c1174594a869723d2abb9a6e8756fe52a4be0b7b6f6d717cda
22/10/2023,121,407,0,1,383,,81.46,7,0,0,0,0,11064c9973b2da24442748ceafc3caf90cb74c22b4652f6070a8dc4428b6cac2
21/10/2023,120,253,0,4,228,,61.84,16,0,0,0,0,c31de3dab4adefba77b4fe923a55a3f0bacd207a2bf816380870504eb9debb05
20/10/2023,120,411,0,0,359,,85.52,7,0,0,0,0,a4e2fa2677545e31a56c7775382c73e261612d2df187d93b319a81c67c61272f
19/10/2023,118,1526,0,0,1414,,99.29,1,0,0,0,0,33c5a15a42d5d5f85ff9e2de8295b00b9f9445a75fd8b09ea445d26680953c69
18/10/2023,118,2455,0,1,2258,,100,2,0,0,0,0,170e7c513e299a08d88641ee8e645e8a7e95e429c093b26313081c3ddec51d23
17/10/2023,118,2070,0,1,1923,,100,1,0,0,0,0,9d5cfc03ca1a03698407da9369ad81ec08584612fcc3e1011f23f6b3a836d5b4
16/10/2023,118,1729,0,0,1666,,100,0,0,0,0,0,867f1dd7b0994a696e57a1b5325e4e760cd8b2883051e413f2f78df74f756b81
15/10/2023,118,190,0,0,188,,100,0,0,0,0,0,d9f414398408c33bb9f909d5a6acd55d488e3304f8d6f8ad5b694d38d4a60ae5
14/10/2023,118,0,0,0,0,,0,0,0,0,0,0,1fc3530c0ce4537d908cf556f3227704caee23557d9dff2417051a450a8efb42
13/10/2023,118,0,0,0,0,,0,0,0,0,0,0,a314c54221bf747ed78a8f4a0cce05792718cefd54dc00d5e5573d2dbe88ffec
12/10/2023,118,0,0,0,0,,0,0,0,0,0,0,bf3524d69aab03d366ef08d0e8d5201eba5cca1c42e66a02cbce13d8c37e5784
11/10/2023,118,1,0,0,1,,0,0,0,0,0,0,6a1303149083299e6e7bd5c1973b1e4e417994ef6dcf1f41a1b2c3d341ea6846
10/10/2023,118,1,0,0,1,,0,0,0,0,0,0,22ad145230b9e44ee11585291236dc858ba7b9dcea3f6038987b4fb21f1a2a0f
9/10/2023,118,4,0,0,1,,0,0,0,0,0,0,f73eb7daf6765322cc5bfc15325b7b10cd9f74dc11941e64ef6d8efb8fcb6ef8
8/10/2023,118,0,0,0,0,,0,0,0,0,0,0,ee2d1014f60391072b98f5a43683a7ec9959ab421a0e5c5856a3d7b8f76ed8b0
7/10/2023,118,0,0,0,0,,0,0,0,0,0,0,1d72d72d931767bf45009c5c408d6be80c89d903bb00a4e551bcec0bbd156270
6/10/2023,118,7,0,0,1,,0,0,0,0,0,0,b6fdf2fb715f2b8d3168a7622aa8f743a142c4c36f7f37e40d3fd2336714e047
5/10/2023,118,0,0,0,0,,0,0,0,0,0,0,506fa538f368da046e7b251921da74f8a7c62722edfc13df0ce73d080cc2161f
4/10/2023,118,12,0,0,2,,0,0,0,0,0,0,e98f850813a614b3af611e904b525a345227094166847dd576e714b6a4785a61
3/10/2023,118,0,0,0,0,,0,0,0,0,0,0,6a876f43ec9f9c8d9970acdef751479e175e4d2d7af9e64a71fc3ba25b427bfa
2/10/2023,118,0,0,0,0,,0,0,0,0,0,0,ec0c8665769f0ce44e62f06ea9fa16c9469b2ef78c2631f2ade1a21d419f5a35
1/10/2023,118,0,0,0,0,,0,0,0,0,0,0,0af5e92144842ac2516799c0f1491285dd921779ab695482c17f4419d36b65f0
30/09/2023,118,0,0,0,0,,0,0,0,0,0,0,f7a688ff3d1c7df3def7a7a0a8f325dad99efefd62c07acd15b19e55446f81a1
29/09/2023,118,0,0,0,0,,0,0,0,0,0,0,6ec5d83f51400043022a4928e92b50efbf2fd8b398e20906eea9a16e3cda9b8e
28/09/2023,118,0,0,0,0,,0,0,0,0,0,0,ae25dc9c59c3ecb6b18196aa44e8bd064a0058cd6050fc3f4bd2f428ed57ad73
27/09/2023,118,0,0,0,0,,0,0,0,0,0,0,5ae2e8f49e8e11e415b9050132f0054e08564d32c6ed0254bef4b5dd40ae7654
26/09/2023,118,0,0,0,0,,0,0,0,0,0,0,da7ccc26ec4574d19ac1328d13bba2a8242c541fb843bad00564f09b1e1a5a09
25/09/2023,118,0,0,0,0,,0,0,0,0,0,0,384bc1523896829fc972d0bef81f8ca756b49334428655619961a6b92fbb1568
24/09/2023,118,0,0,0,0,,0,0,0,0,0,0,27d77364ab52506f3656890b916ff178994b8cdeaecec7ef131f58b8efa7153e
23/09/2023,118,0,0,0,0,,0,0,0,0,0,0,2ee0a5a646bed57bf4979831dc95a46e63a4cfc2a644834b23a2fde281fce0f5
22/09/2023,118,0,0,0,0,,0,0,0,0,0,0,148211e125124ca60d5e76486bbd90aed6cd143260215c47234f3e86dd40852a
21/09/2023,118,0,0,0,0,,0,0,0,0,0,0,e22e2f49a4b9e884eb5c17df4ceca13f35ab9a9edd57987528f9eb7b9d362b5c
20/09/2023,118,0,0,0,0,,0,0,0,0,0,0,62ef9cf57d9305133de99db6693adee7e408596316c8b0f8a31883841e02c567
19/09/2023,118,0,0,0,0,,0,0,0,0,0,0,2be7f2c74b4878c1029066b61993ba01c44bc6df767d75c916beca44d8802271
18/09/2023,118,0,0,0,0,,0,0,0,0,0,0,88611301aaad9a871591ac803ff68e8efbc14210f7bd1ed5d3d7205ce39a9c8e
17/09/2023,118,0,0,0,0,,0,0,0,0,0,0,073d23c103e4c1171a8445f68ffd197a697779bf41a216d85201de1e933d780c
16/09/2023,118,0,0,0,0,,0,0,0,0,0,0,fd0ad4014c660274db45c4d0ace79747412d4461104e7a3e02aeb04c25afe0e6
15/09/2023,118,0,0,0,0,,0,0,0,0,0,0,8da5eddbf80ab978841d09c16c3c24d97c5546ed3da12510720875aacf4efedf
14/09/2023,118,0,0,0,0,,0,0,0,0,0,0,3df88728ed5900a720a396cb48e325a1637ca21b2e5b76e93b3cfcc0735adf77
13/09/2023,118,0,0,0,0,,0,0,0,0,0,0,56fa59898bf9f83b5777bec9d93da00f808f91d8bdfcc843c94b39882992182b
12/9/2023,118,0,0,0,0,,0,0,0,0,0,0,8a45648f2ccaaf65ba108000c066d596fd3b2e69e694baad2c9e8046811d2c5e
11/9/2023,118,0,0,0,0,,0,0,0,0,0,0,75e51087ca4218bca0f9a9219f141d5f677ec7e6cede8e166e547adbd0af81ee
10/9/2023,118,0,0,0,0,,0,0,0,0,0,0,0c6e0d317b22733a42a5e2601022cbdee5b2a883da09b9e5e637b107ca1406f2
9/9/2023,118,0,0,0,0,,0,0,0,0,0,0,57f90d54b291a3b3e5a230da3ef3ef30c23ea692696257c4b4326b88c586983b
8/9/2023,118,0,0,0,0,,0,0,0,0,0,0,d08487a24459b0bed03548a4d0e96f20a5e2fa7c82d7434ba228d153002f5c7d
7/9/2023,118,0,0,0,0,,0,0,0,0,0,0,65dd89bfd0e9e740833a958a63676dc977c4c64a8cde9d529c7269a74e638f66
6/9/2023,118,0,0,0,0,,0,0,0,0,0,0,f451e4b954b9c77c69ea3e28f054f917ee512af15e007b84e25b1bc9861b1112
5/9/2023,118,0,0,0,0,,0,0,0,0,0,0,daf128cb0c671df211df97e6d6a3dc119f56c5e5590729550ecbfe35f297f940
4/9/2023,118,0,0,0,0,,0,0,0,0,0,0,af08839a9260ffbe0e78ba715695ede18a21c9c9cbba702211001a2ba9f087e5
3/9/2023,118,0,0,0,0,,0,0,0,0,0,0,e8b35d96f7925b86666c47f0931ae31474cafd35177536039ba10bd5e6e832c7
2/9/2023,118,0,0,0,0,,0,0,0,0,0,0,ac79f60b5ffc29d5861b0562130a2da9d77238065de819ec67da201257d63652
1/9/2023,118,0,0,0,0,,0,0,0,0,0,0,f8d964ef52891381b47726f391cac30a641d3e2309ebd58b923cccbb60a780e9
31/08/2023,118,0,0,0,0,,0,0,0,0,0,0,64ed3520ca811733226d4f863e7efc0bfc7b9190892bbb44832145edf29dcac9
30/08/2023,118,0,0,0,0,,0,0,0,0,0,0,04a7a21b2b2f45cc9b2beea7bc236ec0571ad61b8b61ce024b696a30ce275ec2
29/08/2023,118,0,0,0,0,,0,0,0,0,0,0,bd30ba40f79c5acb9d5d9130d11062857cb5ff36f4bf39343dd4f46cc0645ae6
28/08/2023,118,0,0,0,0,,0,0,0,0,0,0,3861a774cb9d9605631129b9f6d67c1b87d5343e4e77718f0061021c98435858
27/08/2023,118,0,0,0,0,,0,0,0,0,0,0,11c9d6b8baedd7a2608bc2c4b0acb31dcf628a4fa65b9634ee3f5fffc2772bf8
26/08/2023,118,0,0,0,0,,0,0,0,0,0,0,80ecd41204e86cc14ffd74efe68ae7b9ce273f1445dd38c69c538266e1411e7c
25/08/2023,118,0,0,0,0,,0,0,0,0,0,0,a5dcbff8c7b8abc5e3fc902486b8335be5cf50884682b80eadb555eaf5fb4116
24/08/2023,118,0,0,0,0,,0,0,0,0,0,0,a09f3b9d7af5c632f4d060946b4e4b6a051bceef285a1c58a20c797e07fd5128
23/08/2023,118,0,0,0,0,,0,0,0,0,0,0,2c30a66db3f699daecb67365a7be7cf8532d3ae729156452e8bc9afea7f4672d
22/08/2023,118,0,0,0,0,,0,0,0,0,0,0,3295af79166051cfd69962982cd7e2495eb60dbf7741409b916fa7b83b51653d
21/08/2023,118,0,0,0,0,,0,0,0,0,0,0,90d638c3f74297675881755718b6e13148923524a633a9232ce5aec18e7a48ed
20/08/2023,118,0,0,0,0,,0,0,0,0,0,0,84d888e9118900207aabe7bbe570d040ff7720dd53d9c6a1a165763cb4c515e6
19/08/2023,118,0,0,0,0,,0,0,0,0,0,0,2ac5031324abe829a8fd63d727cc777ea5614cc80c672792a7890ec94e55f644
18/08/2023,118,0,0,0,0,,0,0,0,0,0,0,68614b4a72c69b994cefc0432e23548c2aba7621dbad16ef6816ee9515ee79a3
17/08/2023,118,0,0,0,0,,0,0,0,0,0,0,f0578ebce16e69c0402514b73a328eb89a0e5a4b57dbb65ec885e385d0139147
16/08/2023,118,0,0,0,0,,0,0,0,0,0,0,035bcb2cf53afd298fb549a773961623dae5edbed1a27a8d11bd29e50a8997cb
15/08/2023,118,0,0,0,0,,0,0,0,0,0,0,38116784a921eff738d1180ce9d7f4ef364e079d031327ce5b3b9c2c861f04c0
14/08/2023,118,0,0,0,0,,0,0,0,0,0,0,9693380a4b0fb2db39c54479246f51421e05b4cae7b2cf6034789ce1be79cc52
13/08/2023,118,0,0,0,0,,0,0,0,0,0,0,297ba1ddf32c3537a0dbdaa0201905240c0c3b827678096cbf350665bbc76bf7
12/8/2023,118,0,0,0,0,,0,0,0,0,0,0,93820d357cf6a07d106e6a5ee7a54ac65b61173d0f738e36de53be0630b06e77
11/8/2023,118,0,0,0,0,,0,0,0,0,0,0,2e93247323738fb89deddb90f99ab3fbe426694aa69098f2ed7ffde437bd5149
10/8/2023,118,0,0,0,0,,0,0,0,0,0,0,3ee04e80b56bc4bde4601e26a42a83b4c39dd0cc50904ee2c9cfdc0d76ea236b
9/8/2023,118,0,0,0,0,,0,0,0,0,0,0,6cefa1f75c47208ff76a16fc43db86e1ea864c756a0714545b95b50dcac6e0b9
8/8/2023,118,0,0,0,0,,0,0,0,0,0,0,18021f2fd416c0313ac161e609711ccd06714fd957cf1b71c879deaf9794e16a
7/8/2023,118,0,0,0,0,,0,0,0,0,0,0,c4d3072a1ef9ddc465054687cc48f5c1a7fa268778775149054543ffa5e51171
6/8/2023,118,0,0,0,0,,0,0,0,0,0,0,4448d4aca564a2a28af74e04f01b697ece98483af18cf9e02067c55d32581c60
5/8/2023,118,0,0,0,0,,0,0,0,0,0,0,6b3bb3a9025a24b4227236da3eabb776435a24d5450bb3241e804a83e4f07d67
4/8/2023,118,0,0,0,0,,0,0,0,0,0,0,15a59c90014b1ae6039e8c799fd38b64f61c1a59ec0e4719edf4bfb414c5ed78
3/8/2023,118,0,0,0,0,,0,0,0,0,0,0,3b94f5daac33bb02a605e976df1bb0cbf2181585aa1b1d41085778ae5309e6e6
2/8/2023,118,0,0,0,0,,0,0,0,0,0,0,2c4630999f4ca6487511b94bfa5143f6f5d08f68c3dade8ddb320cfffc7eb11e
1/8/2023,118,0,0,0,0,,0,0,0,0,0,0,e00b029884bcb5cd3db7bf8066f1c0a1184564ab6708bdfb67fb05329927cf9e
31/07/2023,118,0,0,0,0,,0,0,0,0,0,0,fe55cb03550002ade122d2ac995b76ebcde8722c7233807f0c7a9d4925328732
